2021 Next Generation MCAS Achievement Results ,,,,,,,,,,,,,,,,,
District Name,District Code,Subject,M+E #,M+E %,E #,E %,M #,M %,PM #,PM %,NM #,NM %,No. of Students Included,Part. Rate %,Avg. Scaled Score,SGP,Included In SGP
Community Day Charter Public School - Prospect (District),04400000,SCI,          25,37,           2,3,          23,34,          35,51,           8,12,          68,100,     493.2,,
Community Day Charter Public School - R. Kingman Webster (District),04310000,ELA,         124,52,          21,9,         103,43,          94,39,          21,9,         239,100,     500.3,          30.3,         150
Community Day Charter Public School - R. Kingman Webster (District),04310000,MATH,          90,38,           9,4,          81,34,         115,48,          34,14,         239,100,     492.1,          13.8,         150
Community Day Charter Public School - R. Kingman Webster (District),04310000,SCI,          19,31,           3,5,          16,26,          32,52,          10,16,          61,100,     491.8,,
Concord,00670000,ELA,         938,70,         200,15,         738,55,         344,26,          60,4,"       1,342",98,     509.5,          37.3,         828
Concord,00670000,MATH,         804,60,         159,12,         645,48,         447,33,          91,7,"       1,342",98,     504.4,          28.4,         827
Concord,00670000,SCI,         301,67,          69,15,         232,51,         127,28,          23,5,         451,98,     508.5,,
Conservatory Lab Charter (District),04390000,ELA,          82,34,          11,5,          71,29,         121,50,          40,16,         243,100,     491.3,          32.5,         133
Conservatory Lab Charter (District),04390000,MATH,          42,18,           4,2,          38,16,         106,44,          92,38,         240,98,     476.9,          20.4,         132
Conservatory Lab Charter (District),04390000,SCI,          21,32,           2,3,          19,29,          30,46,          14,22,          65,97,     488.5,,
Conway,00680000,ELA,          41,59,           7,10,          34,49,          26,38,           2,3,          69,96,     505.4,          37.7,          34
Conway,00680000,MATH,          32,46,           7,10,          25,36,          35,51,           2,3,          69,96,     497.8,          19.9,          34
Conway,00680000,SCI,          11,52,           1,5,          10,48,          10,48,           0,0,          21,100,     507.6,,
Danvers,00710000,ELA,         733,50,         115,8,         618,42,         586,40,         158,11,"       1,477",93,     499.2,          35.2,         926
Danvers,00710000,MATH,         554,38,          51,3,         503,34,         696,47,         220,15,"       1,470",93,     492.9,          29.0,         919
Danvers,00710000,SCI,         190,42,          33,7,         157,35,         205,45,          59,13,         454,91,     496.1,,
Dartmouth,00720000,ELA,         817,53,         156,10,         661,43,         586,38,         145,9,"       1,548",96,     501.7,          40.4,         989
Dartmouth,00720000,MATH,         636,41,          57,4,         579,37,         722,47,         190,12,"       1,548",96,     494.9,          35.9,         984
Dartmouth,00720000,SCI,         216,43,          33,7,         183,36,         222,44,          67,13,         505,95,     496.2,,
Dedham,00730000,ELA,         556,48,          85,7,         471,41,         424,37,         171,15,"       1,151",97,     497.4,          32.7,         746
Dedham,00730000,MATH,         438,38,          62,5,         376,33,         546,47,         166,14,"       1,150",97,     494.5,          35.2,         745
Dedham,00730000,SCI,         152,41,          22,6,         130,35,         153,42,          63,17,         368,95,     495.1,,
Deerfield,00740000,ELA,          82,46,          11,6,          71,40,          73,41,          24,13,         179,95,     495.3,          27.3,          81
Deerfield,00740000,MATH,          49,28,           6,3,          43,24,          94,53,          35,20,         178,95,     488.6,          28.6,          81
Deerfield,00740000,SCI,          17,46,           7,19,          10,27,          16,43,           4,11,          37,97,     499.9,,
Dennis-Yarmouth,06450000,ELA,         521,40,          72,6,         449,35,         549,42,         226,17,"       1,296",96,     493.7,          40.9,         758
Dennis-Yarmouth,06450000,MATH,         373,29,          36,3,         337,26,         628,48,         296,23,"       1,297",97,     487.6,          30.1,         761
Dennis-Yarmouth,06450000,SCI,         154,37,          26,6,         128,31,         178,43,          80,19,         412,93,     491.9,,
Dighton-Rehoboth,06500000,ELA,         557,48,          76,6,         481,41,         507,43,         108,9,"       1,172",92,     498.9,          35.0,         748
Dighton-Rehoboth,06500000,MATH,         333,29,          24,2,         309,27,         630,54,         202,17,"       1,165",92,     489.6,          23.5,         738
Dighton-Rehoboth,06500000,SCI,         142,39,          13,4,         129,36,         172,47,          49,13,         363,90,     494.3,,
Douglas,00770000,ELA,         249,50,          47,9,         202,41,         205,41,          43,9,         497,90,     500.0,          29.1,         291
Douglas,00770000,MATH,         136,27,           3,1,         133,26,         273,54,         100,20,         509,92,     486.7,          28.6,         303
Douglas,00770000,SCI,          82,47,          12,7,          70,40,          65,38,          26,15,         173,92,     497.3,,
Dover,00780000,ELA,         189,75,          50,20,         139,55,          56,22,           6,2,         251,99,     512.7,          47.8,          77
Dover,00780000,MATH,         197,78,          55,22,         142,56,          49,19,           6,2,         252,99,     514.3,          52.1,          77
Dover,00780000,SCI,          62,70,          16,18,          46,52,          23,26,           3,3,          88,98,     512.5,,
Dover-Sherborn,06550000,ELA,         358,76,          85,18,         273,58,          98,21,          16,3,         472,92,     512.5,          41.5,         432
Dover-Sherborn,06550000,MATH,         346,74,          93,20,         253,54,         107,23,          15,3,         468,91,     513.4,          39.9,         427
Dover-Sherborn,06550000,SCI,         102,73,          34,24,          68,49,          30,21,           8,6,         140,95,     512.6,,
Dracut,00790000,ELA,         803,44,         116,6,         687,38,         747,41,         262,14,"       1,812",100,     496.0,          32.2,"       1,135"
Dracut,00790000,MATH,         505,28,          44,2,         461,25,         950,52,         358,20,"       1,813",99,     487.9,          29.4,"       1,134"
Dracut,00790000,SCI,         202,35,          18,3,         184,32,         274,47,         106,18,         582,99,     491.3,,
Dudley Street Neighborhood Charter School (District),04070000,ELA,          31,30,           2,2,          29,28,          55,52,          19,18,         105,97,     488.4,          33.6,          30
Dudley Street Neighborhood Charter School (District),04070000,MATH,          10,9,           0,0,          10,9,          51,48,          45,42,         106,98,     473.1,          17.7,          30
Dudley Street Neighborhood Charter School (District),04070000,SCI,           9,31,           0,0,           9,31,           8,28,          12,41,          29,97,     479.9,,
Dudley-Charlton Reg,06580000,ELA,         838,51,         106,6,         732,44,         636,38,         178,11,"       1,652",99,     499.0,          37.1,"       1,089"
Dudley-Charlton Reg,06580000,MATH,         504,31,          22,1,         482,29,         919,56,         227,14,"       1,650",99,     490.1,          24.1,"       1,087"
Dudley-Charlton Reg,06580000,SCI,         221,43,          22,4,         199,39,         250,49,          42,8,         513,98,     497.2,,
Duxbury,00820000,ELA,         822,65,         125,10,         697,56,         374,30,          59,5,"       1,255",97,     506.6,          36.8,         807
Duxbury,00820000,MATH,         661,53,          70,6,         591,47,         542,43,          54,4,"       1,257",97,     501.7,          32.0,         810
Duxbury,00820000,SCI,         258,57,          27,6,         231,51,         177,39,          15,3,         450,97,     503.4,,
East Bridgewater,00830000,ELA,         465,48,          68,7,         397,41,         404,42,          90,9,         959,98,     498.8,          37.1,         622
East Bridgewater,00830000,MATH,         315,33,          31,3,         284,30,         506,53,         136,14,         957,98,     491.5,          27.8,         621
East Bridgewater,00830000,SCI,         132,42,          24,8,         108,34,         148,47,          34,11,         314,96,     496.5,,
East Longmeadow,00870000,ELA,         563,52,         106,10,         457,42,         422,39,         102,9,"       1,087",95,     501.4,          42.9,         694
East Longmeadow,00870000,MATH,         379,35,          44,4,         335,31,         531,49,         167,16,"       1,077",94,     492.4,          33.0,         685
East Longmeadow,00870000,SCI,         170,52,          17,5,         153,47,         123,38,          33,10,         326,93,     500.9,,
Eastham,00850000,ELA,          54,64,           9,11,          45,53,          28,33,           3,4,          85,90,     505.7,          57.0,          22
Eastham,00850000,MATH,          34,40,           3,4,          31,36,          41,48,          10,12,          85,90,     495.5,          30.6,          22
Eastham,00850000,SCI,          20,77,           5,19,          15,58,           3,12,           3,12,          26,84,     512.8,,
Easthampton,00860000,ELA,         276,45,          41,7,         235,38,         268,43,          73,12,         617,93,     496.5,          38.6,         395
Easthampton,00860000,MATH,         149,24,           9,1,         140,23,         332,54,         135,22,         616,93,     485.7,          30.7,         393
Easthampton,00860000,SCI,          79,39,          10,5,          69,34,          95,47,          29,14,         203,96,     494.6,,
Easton,00880000,ELA,         922,58,         160,10,         762,48,         551,35,         119,7,"       1,592",96,     503.7,          38.0,"       1,061"
Easton,00880000,MATH,         765,48,          89,6,         676,43,         679,43,         145,9,"       1,589",96,     498.9,          34.5,"       1,058"
Easton,00880000,SCI,         296,55,          56,10,         240,45,         210,39,          30,6,         536,95,     503.4,,
Edgartown,00890000,ELA,         103,42,           8,3,          95,39,          99,40,          44,18,         246,99,     493.8,          35.1,         130
Edgartown,00890000,MATH,          58,24,           4,2,          54,22,         134,54,          54,22,         246,99,     484.9,          28.8,         130
Edgartown,00890000,SCI,          27,38,           7,10,          20,28,          31,44,          13,18,          71,100,     493.7,,
Erving,00910000,ELA,           8,27,           0,0,           8,27,          19,63,           3,10,          30,56,     488.5,,          18
Erving,00910000,MATH,           4,14,           1,3,           3,10,          16,55,           9,31,          29,54,     483.4,,          16
Erving,00910000,SCI,           2,14,           1,7,           1,7,           9,64,           3,21,          14,67,     482.8,,
Everett,00930000,ELA,         658,24,          50,2,         608,22,"       1,243",44,         896,32,"       2,797",89,     482.4,          26.3,"       1,461"
Everett,00930000,MATH,         376,14,          27,1,         349,13,"       1,318",48,"       1,054",38,"       2,748",88,     477.0,          23.6,"       1,424"
Everett,00930000,SCI,         112,16,           7,1,         105,15,         328,46,         276,39,         716,82,     477.9,,
Excel Academy Charter (District),04100000,ELA,         248,36,          24,3,         224,33,         310,45,         130,19,         688,96,     490.8,          31.5,         630
Excel Academy Charter (District),04100000,MATH,         125,18,           9,1,         116,17,         362,53,         195,29,         682,96,     482.7,          22.7,         625
Excel Academy Charter (District),04100000,SCI,          70,26,          11,4,          59,22,         134,51,          61,23,         265,95,     486.8,,
Fairhaven,00940000,ELA,         359,51,          63,9,         296,42,         274,39,          75,11,         708,83,     499.8,          33.5,         448
Fairhaven,00940000,MATH,         301,42,          34,5,         267,37,         325,45,          89,12,         715,84,     495.4,          33.5,         450
Fairhaven,00940000,SCI,         109,48,          18,8,          91,40,         102,45,          17,7,         228,85,     499.8,,
Fall River,00950000,ELA,"       1,307",27,         139,3,"       1,168",24,"       2,036",42,"       1,450",30,"       4,793",95,     484.6,          30.2,"       2,643"
Fall River,00950000,MATH,         804,17,          57,1,         747,16,"       2,164",45,"       1,807",38,"       4,775",94,     478.4,          26.0,"       2,627"
Fall River,00950000,SCI,         288,21,          32,2,         256,19,         628,46,         452,33,"       1,368",90,     481.5,,
Falmouth,00960000,ELA,         797,55,         173,12,         624,43,         491,34,         161,11,"       1,449",98,     502.4,          43.2,         909
Falmouth,00960000,MATH,         604,41,          85,6,         519,36,         632,43,         220,15,"       1,456",98,     494.7,          39.9,         910
Falmouth,00960000,SCI,         227,51,          45,10,         182,41,         160,36,          59,13,         446,97,     500.4,,
Farmington River Reg,06620000,ELA,          23,51,           3,7,          20,44,          18,40,           4,9,          45,96,     501.3,,          16
Farmington River Reg,06620000,MATH,          12,27,           2,4,          10,22,          26,58,           7,16,          45,96,     491.4,,          16
Fitchburg,00970000,ELA,         676,29,          93,4,         583,25,"       1,013",43,         679,29,"       2,368",96,     486.2,          30.1,"       1,372"
Fitchburg,00970000,MATH,         334,14,          24,1,         310,13,"       1,081",45,         968,41,"       2,383",97,     476.8,          25.5,"       1,378"
Fitchburg,00970000,SCI,         114,18,          10,2,         104,16,         295,46,         238,37,         647,95,     479.8,,
Florida,00980000,ELA,          15,27,           0,0,          15,27,          29,52,          12,21,          56,97,     486.1,          29.6,          40
Florida,00980000,MATH,           5,9,           0,0,           5,9,          31,55,          20,36,          56,97,     476.4,          23.7,          40
Florida,00980000,SCI,           6,29,           0,0,           6,29,           7,33,           8,38,          21,95,     483.1,,
Four Rivers Charter Public (District),04130000,ELA,          23,45,           1,2,          22,43,          24,47,           4,8,          51,68,     496.2,          33.8,          40
Four Rivers Charter Public (District),04130000,MATH,          10,20,           0,0,          10,20,          30,61,           9,18,          49,65,     484.5,          23.2,          38
Four Rivers Charter Public (District),04130000,SCI,          13,50,           3,12,          10,38,          12,46,           1,4,          26,76,     499.2,,
Foxborough,00990000,ELA,         606,55,         104,9,         502,45,         386,35,         115,10,"       1,107",98,     501.2,          41.0,         711
Foxborough,00990000,MATH,         499,45,          59,5,         440,40,         497,45,         111,10,"       1,107",98,     497.5,          30.3,         711
Foxborough,00990000,SCI,         197,54,          34,9,         163,44,         142,39,          29,8,         368,97,     501.1,,
Foxborough Regional Charter (District),04460000,ELA,         379,43,          47,5,         332,38,         382,44,         113,13,         874,99,     495.3,          34.0,         560
Foxborough Regional Charter (District),04460000,MATH,         220,25,          22,3,         198,23,         464,53,         190,22,         874,99,     485.5,          31.2,         562
Foxborough Regional Charter (District),04460000,SCI,          88,37,           9,4,          79,33,         122,51,          31,13,         241,97,     492.4,,
Framingham,01000000,ELA,"       1,324",34,         229,6,"       1,095",28,"       1,510",39,"       1,022",27,"       3,856",96,     489.0,          38.8,"       2,125"
Framingham,01000000,MATH,         892,23,          84,2,         808,21,"       1,638",42,"       1,329",34,"       3,859",96,     481.5,          34.1,"       2,124"
Framingham,01000000,SCI,         360,32,          58,5,         302,27,         453,40,         309,28,"       1,122",93,     487.5,,
Francis W. Parker Charter Essential (District),04780000,ELA,          80,58,           9,7,          71,51,          47,34,          11,8,         138,97,     502.6,          36.4,          90
Francis W. Parker Charter Essential (District),04780000,MATH,          51,37,           4,3,          47,34,          77,56,          10,7,         138,97,     495.1,          27.8,          89
Francis W. Parker Charter Essential (District),04780000,SCI,          39,58,           7,10,          32,48,          24,36,           4,6,          67,94,     503.5,,
Franklin,01010000,ELA,"       1,276",60,         216,10,"       1,060",50,         689,32,         160,8,"       2,125",98,     504.4,          34.8,"       1,353"
Franklin,01010000,MATH,"       1,012",48,         154,7,         858,40,         893,42,         217,10,"       2,122",98,     498.9,          30.5,"       1,345"
Franklin,01010000,SCI,         407,58,          78,11,         329,47,         248,35,          44,6,         699,97,     504.7,,
Freetown-Lakeville,06650000,ELA,         617,50,          97,8,         520,42,         490,40,         133,11,"       1,240",94,     499.0,          35.5,         774
Freetown-Lakeville,06650000,MATH,         552,44,          61,5,         491,40,         556,45,         135,11,"       1,243",94,     496.8,          34.5,         777
Freetown-Lakeville,06650000,SCI,         229,54,          43,10,         186,43,         168,39,          31,7,         428,93,     502.5,,
Frontier,06700000,ELA,         117,50,          21,9,          96,41,          89,38,          27,12,         233,96,     500.0,          36.7,         218
Frontier,06700000,MATH,          93,40,          15,7,          78,34,         112,49,          25,11,         230,95,     496.5,          38.8,         216
Frontier,06700000,SCI,          51,57,           9,10,          42,47,          30,34,           8,9,          89,93,     502.0,,
Gardner,01030000,ELA,         276,28,          19,2,         257,26,         457,46,         256,26,         989,94,     485.3,          34.7,         633
Gardner,01030000,MATH,         148,15,           6,1,         142,14,         489,49,         356,36,         993,94,     477.3,          26.3,         635
Gardner,01030000,SCI,          58,20,           2,1,          56,20,         139,49,          88,31,         285,92,     482.2,,
Gateway,06720000,ELA,         145,39,          15,4,         130,35,         176,47,          54,14,         375,99,     493.5,          33.7,         244
Gateway,06720000,MATH,          83,22,          11,3,          72,19,         212,57,          80,21,         375,99,     486.5,          30.3,         243
Gateway,06720000,SCI,          52,46,           7,6,          45,39,          53,46,           9,8,         114,97,     498.7,,
Georgetown,01050000,ELA,         303,53,          47,8,         256,45,         223,39,          47,8,         573,99,     500.4,          30.5,         370
Georgetown,01050000,MATH,         195,34,          19,3,         176,31,         293,51,          82,14,         570,98,     491.3,          27.2,         368
Georgetown,01050000,SCI,          75,41,          10,6,          65,36,          85,47,          21,12,         181,97,     495.6,,
Gill-Montague,06740000,ELA,         112,30,          11,3,         101,27,         182,48,          85,22,         379,85,     487.9,          30.8,         227
Gill-Montague,06740000,MATH,          54,15,           3,1,          51,14,         178,49,         133,36,         365,82,     477.6,          33.4,         210
Gill-Montague,06740000,SCI,          33,30,           3,3,          30,27,          54,49,          23,21,         110,81,     488.8,,
Global Learning Charter Public (District),04960000,ELA,         111,34,          12,4,          99,30,         177,54,          39,12,         327,91,     492.3,          29.7,         303
Global Learning Charter Public (District),04960000,MATH,          35,11,           0,0,          35,11,         209,64,          84,26,         328,92,     480.3,          15.8,         305
Global Learning Charter Public (District),04960000,SCI,          24,17,           1,1,          23,16,          85,61,          31,22,         140,85,     482.5,,
Gloucester,01070000,ELA,         540,44,          83,7,         457,37,         515,41,         186,15,"       1,241",99,     495.9,          34.2,         769
Gloucester,01070000,MATH,         389,31,          41,3,         348,28,         570,46,         285,23,"       1,244",99,     489.1,          28.8,         771
Gloucester,01070000,SCI,         149,38,          15,4,         134,34,         176,44,          72,18,         397,99,     492.2,,
Grafton,01100000,ELA,         837,58,         130,9,         707,49,         486,34,         125,9,"       1,448",95,     503.1,          39.7,         948
Grafton,01100000,MATH,         684,47,         103,7,         581,40,         589,41,         173,12,"       1,446",95,     498.1,          36.4,         947
Grafton,01100000,SCI,         292,63,          60,13,         232,50,         131,28,          43,9,         466,93,     505.2,,
Granby,01110000,ELA,          94,32,           8,3,          86,29,         160,54,          44,15,         298,99,     490.9,          28.1,         190
Granby,01110000,MATH,          47,16,           1,0,          46,15,         178,60,          73,24,         298,99,     482.5,          21.4,         189
Granby,01110000,SCI,          33,32,           4,4,          29,28,          56,54,          14,14,         103,98,     493.0,,
Greater Commonwealth Virtual District,39010000,ELA,         159,37,          16,4,         143,33,         204,47,          68,16,         431,89,     492.6,          33.4,         216
Greater Commonwealth Virtual District,39010000,MATH,          88,20,           8,2,          80,18,         243,55,         108,25,         439,91,     484.5,          34.6,         221
Greater Commonwealth Virtual District,39010000,SCI,          18,32,           2,4,          16,28,          29,51,          10,18,          57,74,     488.1,,
Greenfield,01140000,ELA,         169,31,          11,2,         158,29,         247,46,         123,23,         539,72,     487.6,          31.7,         291
Greenfield,01140000,MATH,          62,12,           6,1,          56,10,         251,47,         224,42,         537,71,     475.0,          23.0,         291
Greenfield,01140000,SCI,          41,29,           6,4,          35,25,          66,47,          34,24,         141,65,     487.6,,
Groton-Dunstable,06730000,ELA,         682,66,         171,17,         511,50,         270,26,          75,7,"       1,027",97,     509.2,          45.3,         651
Groton-Dunstable,06730000,MATH,         572,57,          93,9,         479,48,         359,36,          70,7,"       1,001",95,     503.7,          35.2,         625
Groton-Dunstable,06730000,SCI,         216,67,          54,17,         162,50,          85,26,          21,7,         322,94,     509.6,,
Hadley,01170000,ELA,         128,59,          16,7,         112,51,          74,34,          16,7,         218,99,     501.9,          47.0,         148
Hadley,01170000,MATH,          85,39,           8,4,          77,35,          92,42,          40,18,         217,98,     492.0,          35.9,         149
Hadley,01170000,SCI,          52,63,           9,11,          43,52,          22,27,           8,10,          82,96,     505.3,,
Halifax,01180000,ELA,         209,60,          47,14,         162,47,         119,34,          18,5,         346,96,     504.8,          45.4,         152
Halifax,01180000,MATH,         155,45,          17,5,         138,40,         157,45,          35,10,         347,96,     495.8,          32.1,         153
Halifax,01180000,SCI,          39,49,           8,10,          31,39,          33,42,           7,9,          79,96,     501.8,,
Hamilton-Wenham,06750000,ELA,         548,74,         139,19,         409,55,         169,23,          25,3,         742,97,     512.2,          50.9,         460
Hamilton-Wenham,06750000,MATH,         391,53,          43,6,         348,47,         300,40,          50,7,         741,97,     500.8,          39.1,         459
Hamilton-Wenham,06750000,SCI,         154,63,          29,12,         125,51,          86,35,           3,1,         243,99,     507.3,,
Hampden Charter School of Science East (District),04990000,ELA,         105,43,          17,7,          88,36,          97,39,          44,18,         246,96,     493.7,          32.2,         221
Hampden Charter School of Science East (District),04990000,MATH,          76,31,           8,3,          68,28,         119,49,          49,20,         244,95,     488.4,          24.9,         220
Hampden Charter School of Science East (District),04990000,SCI,           5,23,           0,0,           5,23,          10,45,           7,32,          22,81,     480.6,,
Hampden Charter School of Science West (District),35160000,ELA,          86,44,          18,9,          68,35,          73,37,          36,18,         195,100,     495.7,          31.3,         163
Hampden Charter School of Science West (District),35160000,MATH,          59,30,          13,7,          46,24,          99,51,          37,19,         195,100,     490.4,          25.3,         163
Hampden Charter School of Science West (District),35160000,SCI,           6,23,           0,0,           6,23,          16,62,           4,15,          26,100,     488.3,,
Hampden-Wilbraham,06800000,ELA,         655,54,         104,9,         551,46,         446,37,         107,9,"       1,208",97,     501.3,          39.2,         771
Hampden-Wilbraham,06800000,MATH,         463,38,          28,2,         435,36,         597,50,         145,12,"       1,205",97,     494.0,          33.3,         766
Hampden-Wilbraham,06800000,SCI,         189,49,          18,5,         171,44,         162,42,          38,10,         389,98,     498.6,,
Hampshire,06830000,ELA,          99,45,           7,3,          92,42,          92,42,          29,13,         220,87,     495.4,          31.4,         202
Hampshire,06830000,MATH,          65,30,           3,1,          62,28,         116,53,          38,17,         219,87,     489.4,          29.4,         203
Hampshire,06830000,SCI,          43,46,           4,4,          39,41,          44,47,           7,7,          94,80,     498.4,,
Hancock,01210000,ELA,          10,37,           0,0,          10,37,          12,44,           5,19,          27,100,     491.9,,           9
Hancock,01210000,MATH,           8,30,           1,4,           7,26,           9,33,          10,37,          27,100,     483.1,,           9
Hanover,01220000,ELA,         707,59,         125,10,         582,49,         403,34,          87,7,"       1,197",99,     504.2,          42.9,         769
Hanover,01220000,MATH,         619,52,          89,7,         530,44,         478,40,         100,8,"       1,197",99,     500.1,          40.7,         770
Hanover,01220000,SCI,         239,58,          52,13,         187,46,         147,36,          23,6,         409,100,     504.8,,
Harvard,01250000,ELA,         350,77,          86,19,         264,58,          76,17,          30,7,         456,95,     512.1,          47.4,         291
Harvard,01250000,MATH,         291,63,          50,11,         241,52,         131,28,          38,8,         460,96,     504.7,          40.0,         297
Harvard,01250000,SCI,         124,82,          35,23,          89,59,          20,13,           7,5,         151,97,     515.3,,
Hatfield,01270000,ELA,          89,48,          12,6,          77,41,          78,42,          19,10,         186,95,     499.3,          28.8,         116
Hatfield,01270000,MATH,          49,26,           2,1,          47,25,          96,52,          40,22,         185,95,     485.7,          25.7,         115
Hatfield,01270000,SCI,          24,39,           4,7,          20,33,          28,46,           9,15,          61,95,     495.3,,
Haverhill,01280000,ELA,"       1,181",32,         129,3,"       1,052",28,"       1,634",44,         917,25,"       3,732",93,     487.8,          31.8,"       2,208"
Haverhill,01280000,MATH,         685,18,          53,1,         632,17,"       1,755",47,"       1,326",35,"       3,766",94,     479.6,          27.0,"       2,241"
Haverhill,01280000,SCI,         285,26,          31,3,         254,23,         498,46,         298,28,"       1,081",90,     485.1,,
Hawlemont,06850000,ELA,          19,28,           0,0,          19,28,          32,47,          17,25,          68,99,     486.0,          26.5,          31
Hawlemont,06850000,MATH,           5,7,           0,0,           5,7,          30,44,          33,49,          68,99,     472.9,          10.1,          31
Hawlemont,06850000,SCI,           3,20,           0,0,           3,20,           7,47,           5,33,          15,94,     482.6,,
Helen Y. Davis Leadership Academy Charter Public (District),04190000,ELA,          39,23,           3,2,          36,21,          83,49,          46,27,         168,90,     485.0,          31.8,         140
Helen Y. Davis Leadership Academy Charter Public (District),04190000,MATH,          26,15,           1,1,          25,14,          93,53,          56,32,         175,94,     479.3,          27.0,         146
Helen Y. Davis Leadership Academy Charter Public (District),04190000,SCI,           5,17,           1,3,           4,14,          14,48,          10,34,          29,94,     480.5,,
Hill View Montessori Charter Public (District),04550000,ELA,          72,37,           5,3,          67,34,          98,50,          27,14,         197,97,     492.1,          33.7,         124
Hill View Montessori Charter Public (District),04550000,MATH,          15,8,           1,1,          14,7,          95,49,          84,43,         194,96,     473.4,          22.1,         124
Hill View Montessori Charter Public (District),04550000,SCI,          14,23,           1,2,          13,21,          33,53,          15,24,          62,94,     484.3,,
Hilltown Cooperative Charter Public (District),04500000,ELA,          94,65,          21,14,          73,50,          41,28,          10,7,         145,92,     507.5,          45.5,          93
Hilltown Cooperative Charter Public (District),04500000,MATH,          63,45,          10,7,          53,38,          65,46,          12,9,         140,89,     497.9,          35.9,          94
Hilltown Cooperative Charter Public (District),04500000,SCI,          29,63,           3,7,          26,57,          14,30,           3,7,          46,85,     506.0,,
Hingham,01310000,ELA,"       1,404",77,         472,26,         932,51,         376,21,          46,3,"       1,826",99,     516.3,          50.2,"       1,145"
Hingham,01310000,MATH,"       1,118",61,         193,11,         925,51,         619,34,          81,4,"       1,818",98,     506.0,          34.7,"       1,139"
Hingham,01310000,SCI,         422,70,         124,21,         298,50,         150,25,          27,5,         599,99,     511.4,,
Holbrook,01330000,ELA,         259,43,          26,4,         233,39,         264,44,          80,13,         603,98,     495.5,          31.5,         346
Holbrook,01330000,MATH,         152,25,           4,1,         148,24,         311,51,         142,23,         605,98,     485.0,          21.6,         348
Holbrook,01330000,SCI,          86,44,          13,7,          73,37,          89,45,          22,11,         197,97,     497.9,,
Holland,01350000,ELA,          63,51,           9,7,          54,44,          46,37,          15,12,         124,100,     498.4,          50.3,          54
Holland,01350000,MATH,          44,35,           2,2,          42,34,          55,44,          25,20,         124,100,     488.5,          52.5,          54
Holland,01350000,SCI,          11,39,           2,7,           9,32,          15,54,           2,7,          28,100,     496.7,,
Holliston,01360000,ELA,         817,61,         139,10,         678,51,         418,31,          99,7,"       1,334",98,     505.0,          44.5,         858
Holliston,01360000,MATH,         678,51,         101,8,         577,43,         523,39,         133,10,"       1,334",98,     500.5,          47.8,         856
Holliston,01360000,SCI,         237,57,          40,10,         197,47,         158,38,          24,6,         419,98,     504.5,,
Holyoke,01370000,ELA,         248,12,          13,1,         235,11,         950,45,         925,44,"       2,123",95,     475.0,          27.9,"       1,220"
Holyoke,01370000,MATH,          88,4,           1,0,          87,4,         759,36,"       1,266",60,"       2,113",95,     466.3,          27.9,"       1,213"
Holyoke,01370000,SCI,          34,7,           0,0,          34,7,         208,40,         279,54,         521,92,     470.7,,
Holyoke Community Charter (District),04530000,ELA,         114,24,           8,2,         106,22,         255,54,         103,22,         472,100,     486.2,          30.3,         296
Holyoke Community Charter (District),04530000,MATH,          44,9,           1,0,          43,9,         252,53,         176,37,         472,100,     475.9,          27.1,         296
Holyoke Community Charter (District),04530000,SCI,          27,24,           4,4,          23,20,          53,46,          34,30,         114,100,     485.0,,
Hoosac Valley Regional,06030000,ELA,         150,29,           8,2,         142,27,         240,46,         132,25,         522,99,     485.9,          28.3,         343
Hoosac Valley Regional,06030000,MATH,          63,12,           7,1,          56,11,         273,52,         187,36,         523,99,     477.3,          23.6,         345
Hoosac Valley Regional,06030000,SCI,          29,19,           2,1,          27,18,          84,56,          36,24,         149,100,     484.3,,
Hopedale,01380000,ELA,         263,56,          30,6,         233,49,         163,35,          45,10,         471,94,     500.5,          34.3,         298
Hopedale,01380000,MATH,         209,44,          26,5,         183,39,         217,46,          47,10,         473,94,     496.8,          32.0,         299
Hopedale,01380000,SCI,          78,53,          15,10,          63,43,          53,36,          17,11,         148,90,     501.0,,
Hopkinton,01390000,ELA,"       1,357",76,         363,20,         994,56,         348,19,          81,5,"       1,786",98,     513.5,          44.1,"       1,120"
Hopkinton,01390000,MATH,"       1,223",68,         368,21,         855,48,         459,26,         106,6,"       1,788",98,     510.9,          47.5,"       1,118"
Hopkinton,01390000,SCI,         408,75,         107,20,         301,56,         110,20,          23,4,         541,98,     512.0,,
Hudson,01410000,ELA,         488,42,          54,5,         434,37,         493,42,         192,16,"       1,173",98,     493.2,          30.0,         699
Hudson,01410000,MATH,         295,25,          18,2,         277,24,         606,52,         269,23,"       1,170",98,     485.9,          23.8,         696
Hudson,01410000,SCI,         129,35,          15,4,         114,31,         171,47,          64,18,         364,97,     490.9,,
Hull,01420000,ELA,         167,50,          23,7,         144,44,         123,37,          41,12,         331,93,     498.3,          33.1,         210
Hull,01420000,MATH,         130,39,          18,5,         112,34,         152,46,          49,15,         331,93,     493.7,          31.4,         210
Hull,01420000,SCI,          41,40,           6,6,          35,34,          47,46,          14,14,         102,93,     496.0,,
Innovation Academy Charter (District),04350000,ELA,         196,51,          32,8,         164,42,         154,40,          36,9,         386,96,     499.9,          34.9,         345
Innovation Academy Charter (District),04350000,MATH,         149,39,          13,3,         136,35,         185,48,          53,14,         387,96,     494.0,          29.4,         347
